Message Log File Created
Member ID: 504992578178121729, Member Name: yueyeouo, Channel ID: 1392743838959009813, Message: 
Member ID: 331772998941933579, Member Name: ppment, Channel ID: 1392743838959009813, Message: 見到啲高rating嘅人我會驚
Member ID: 331772998941933579, Member Name: ppment, Channel ID: 1392743838959009813, Message: <:bocchi_1:1393049648033435729>
Member ID: 691117450430775367, Member Name: jackyy911_, Channel ID: 1392743838959009813, Message: G chi菠蘿哥哥
Member ID: 888768733152157737, Member Name: applessmoothie, Channel ID: 1392743838959009813, Message: 咪又係毒L  都冇膽打你
Member ID: 888768733152157737, Member Name: applessmoothie, Channel ID: 1392743838959009813, Message: <:mtm_15:1400029545226309735>
Member ID: 304135387381628928, Member Name: clys_, Channel ID: 1392743838959009813, Message: 唔係架 好撚惡好撚威架
Member ID: 691117450430775367, Member Name: jackyy911_, Channel ID: 1392743838959009813, Message: 對唔住😭
Member ID: 331772998941933579, Member Name: ppment, Channel ID: 1392743838959009813, Message: 對唔住😭
Member ID: 888768733152157737, Member Name: applessmoothie, Channel ID: 1392743838959009813, Message: 又扮
Member ID: 691117450430775367, Member Name: jackyy911_, Channel ID: 1392743838959009813, Message: 我係毒L😭
Member ID: 536189102022721547, Member Name: solarlo, Channel ID: 1392743838959009813, Message: 龍威mk場
Member ID: 536189102022721547, Member Name: solarlo, Channel ID: 1392743838959009813, Message: <:bocchi_3:1393084323116355704>
Member ID: 593861658401701888, Member Name: sakura_emo, Channel ID: 1392743838959009813, Message: 唔好打我 我先10k rating
Member ID: 593861658401701888, Member Name: sakura_emo, Channel ID: 1392743838959009813, Message: <:bocchi_2:1393094958847627294>
Member ID: 888768733152157737, Member Name: applessmoothie, Channel ID: 1392743838959009813, Message: 你膊頭掂一掂我我已經瞓低….
Member ID: 691117450430775367, Member Name: jackyy911_, Channel ID: 1392743838959009813, Message: 嗰日出到嚟我最毒…
Member ID: 691117450430775367, Member Name: jackyy911_, Channel ID: 1392743838959009813, Message: <:bocchi_1:1393049648033435729>
Member ID: 331772998941933579, Member Name: ppment, Channel ID: 1392743838959009813, Message: 我得個13k準備俾佢笑死
Member ID: 536189102022721547, Member Name: solarlo, Channel ID: 1392743838959009813, Message: 我都毒
Member ID: 331772998941933579, Member Name: ppment, Channel ID: 1392743838959009813, Message: <@691117450430775367> bb dont laugh me
Member ID: 691117450430775367, Member Name: jackyy911_, Channel ID: 1392743838959009813, Message: 我都萬3
Member ID: 691117450430775367, Member Name: jackyy911_, Channel ID: 1392743838959009813, Message: 唔係萬4
Member ID: 691117450430775367, Member Name: jackyy911_, Channel ID: 1392743838959009813, Message: 我都想萭4
Member ID: 691117450430775367, Member Name: jackyy911_, Channel ID: 1392743838959009813, Message: <:bocchi_3:1393084323116355704>
Member ID: 593861658401701888, Member Name: sakura_emo, Channel ID: 1392743838959009813, Message: 我得一萬
Member ID: 888768733152157737, Member Name: applessmoothie, Channel ID: 1392743838959009813, Message: 以前都有諗過，但係依家算
佢哋鍾意講就講
Member ID: 593861658401701888, Member Name: sakura_emo, Channel ID: 1392743838959009813, Message: 比人少9我
Member ID: 593861658401701888, Member Name: sakura_emo, Channel ID: 1392743838959009813, Message: <:bocchi_3:1393084323116355704>
Member ID: 351377581515341824, Member Name: takanashiyuuki0419, Channel ID: 1392745091206217728, Message: 今個月加人工好開心😭
Member ID: 888768733152157737, Member Name: applessmoothie, Channel ID: 1392743838959009813, Message: 草哥踢爛部機依家都冇人講
Member ID: 331772998941933579, Member Name: ppment, Channel ID: 1392743838959009813, Message: 你打晒新歌?
Member ID: 888768733152157737, Member Name: applessmoothie, Channel ID: 1392743838959009813, Message: 其他人使乜驚
Member ID: 691117450430775367, Member Name: jackyy911_, Channel ID: 1392743838959009813, Message: Yes
Member ID: 691117450430775367, Member Name: jackyy911_, Channel ID: 1392743838959009813, Message: 開曬
Member ID: 304135387381628928, Member Name: clys_, Channel ID: 1392743838959009813, Message: 經典
Member ID: 593861658401701888, Member Name: sakura_emo, Channel ID: 1392745091206217728, Message: 恭喜<:mtm_9:1399741017619697715>
Member ID: 304135387381628928, Member Name: clys_, Channel ID: 1392743838959009813, Message: 佢爆框都無事其實嘈交都無事
Member ID: 304135387381628928, Member Name: clys_, Channel ID: 1392743838959009813, Message: <:mtm_1:1393049251323449535>
Member ID: 691117450430775367, Member Name: jackyy911_, Channel ID: 1392743838959009813, Message: 所以話題點解會跳咗去笑人rating
Member ID: 888768733152157737, Member Name: applessmoothie, Channel ID: 1392743838959009813, Message: 嗰陣啲人形容到勁好笑😂又有灰又有煙咁出嚟
Member ID: 691117450430775367, Member Name: jackyy911_, Channel ID: 1392743838959009813, Message: <:bocchi_1:1393049648033435729>
Member ID: 331772998941933579, Member Name: ppment, Channel ID: 1392743838959009813, Message: 因為俾人笑過
Member ID: 304135387381628928, Member Name: clys_, Channel ID: 1392743838959009813, Message: 不過屋企人成日叫我落機鋪唔好嘈交 <:bocchi_1:1393049648033435729>
Member ID: 888768733152157737, Member Name: applessmoothie, Channel ID: 1392743838959009813, Message: 咁係啱
Member ID: 331772998941933579, Member Name: ppment, Channel ID: 1392743838959009813, Message: 嗰時8000r 打sage12+俾人笑
Member ID: 691117450430775367, Member Name: jackyy911_, Channel ID: 1392743838959009813, Message: 可能我夠邊緣啦，我冇俾人笑過
Member ID: 691117450430775367, Member Name: jackyy911_, Channel ID: 1392743838959009813, Message: <:486:1393059109368107008>
Member ID: 888768733152157737, Member Name: applessmoothie, Channel ID: 1392743838959009813, Message: 龍威班人就話叫做識
Member ID: 888768733152157737, Member Name: applessmoothie, Channel ID: 1392743838959009813, Message: 其他人唔識真係算
Member ID: 304135387381628928, Member Name: clys_, Channel ID: 1392743838959009813, Message: 我得一條友一定係唔嘈
有多幾個嘅話可以考慮下
Member ID: 331772998941933579, Member Name: ppment, Channel ID: 1392743838959009813, Message: call馬過嚟鬧
Member ID: 908714678102917160, Member Name: takamatsu.tomorin, Channel ID: 1392743838959009813, Message: 我屋企人以為我落機鋪食煙泛讀
Member ID: 351377581515341824, Member Name: takanashiyuuki0419, Channel ID: 1392745091206217728, Message: 終於唔洗轉工先加到人工😭
Member ID: 331772998941933579, Member Name: ppment, Channel ID: 1392743838959009813, Message: 我屋企人以為我落機鋪食煙泛讀
Member ID: 691117450430775367, Member Name: jackyy911_, Channel ID: 1392743838959009813, Message: 屋企人以為我去賭錢
Member ID: 691117450430775367, Member Name: jackyy911_, Channel ID: 1392743838959009813, Message: 其實係
Member ID: 691117450430775367, Member Name: jackyy911_, Channel ID: 1392743838959009813, Message: <:bocchi_1:1393049648033435729>
Member ID: 888768733152157737, Member Name: applessmoothie, Channel ID: 1392743838959009813, Message: 咁我寧願賭錢
Member ID: 304135387381628928, Member Name: clys_, Channel ID: 1392743838959009813, Message: 有咩好笑
Member ID: 888768733152157737, Member Name: applessmoothie, Channel ID: 1392743838959009813, Message: 可能仲有回報
Member ID: 888768733152157737, Member Name: applessmoothie, Channel ID: 1392743838959009813, Message: <:anon_4:1398982733367349328>
Member ID: 331772998941933579, Member Name: ppment, Channel ID: 1392743838959009813, Message: 因為得90%
Member ID: 593861658401701888, Member Name: sakura_emo, Channel ID: 1392743838959009813, Message: 屋企人以為我去玩釣魚機
Member ID: 593861658401701888, Member Name: sakura_emo, Channel ID: 1392743838959009813, Message: 90都笑?
Member ID: 331772998941933579, Member Name: ppment, Channel ID: 1392743838959009813, Message: 可能越級掛
Member ID: 304135387381628928, Member Name: clys_, Channel ID: 1392743838959009813, Message: 你叫佢開首白潘睇下有冇90%
Member ID: 304135387381628928, Member Name: clys_, Channel ID: 1392743838959009813, Message: 無就貼佢街招
Member ID: 691117450430775367, Member Name: jackyy911_, Channel ID: 1392743838959009813, Message: 屋企人成日以為我係機鋪群埋啲mk仔玩🤡
Member ID: 331772998941933579, Member Name: ppment, Channel ID: 1392743838959009813, Message: 見我咁低rating就想打12+
Member ID: 593861658401701888, Member Name: sakura_emo, Channel ID: 1392743838959009813, Message: 我6800打紫arrow得56%<:mtm_1:1393049251323449535>
Member ID: 593861658401701888, Member Name: sakura_emo, Channel ID: 1392743838959009813, Message: 刻骨銘心
Member ID: 908714678102917160, Member Name: takamatsu.tomorin, Channel ID: 1392743838959009813, Message: 我想打紫系
Member ID: 908714678102917160, Member Name: takamatsu.tomorin, Channel ID: 1392743838959009813, Message: 紫系好玩過白系
Member ID: 691117450430775367, Member Name: jackyy911_, Channel ID: 1392743838959009813, Message: 打過白系
Member ID: 691117450430775367, Member Name: jackyy911_, Channel ID: 1392743838959009813, Message: 70%
Member ID: 691117450430775367, Member Name: jackyy911_, Channel ID: 1392743838959009813, Message: 🗣️
Member ID: 691117450430775367, Member Name: jackyy911_, Channel ID: 1392743838959009813, Message: 同frd鳩打
Member ID: 691117450430775367, Member Name: jackyy911_, Channel ID: 1392743838959009813, Message: 🤡
Member ID: 331772998941933579, Member Name: ppment, Channel ID: 1392743838959009813, Message: 
Member ID: 908714678102917160, Member Name: takamatsu.tomorin, Channel ID: 1392743838959009813, Message: 初見74定75 二見定三見就80
Member ID: 888768733152157737, Member Name: applessmoothie, Channel ID: 1392743838959009813, Message: 正常都唔會笑
Member ID: 691117450430775367, Member Name: jackyy911_, Channel ID: 1392743838959009813, Message: ~~我哋嗰陣時係到摸擬緊kop~~
Member ID: 691117450430775367, Member Name: jackyy911_, Channel ID: 1392743838959009813, Message: <:bocchi_1:1393049648033435729>
Member ID: 304135387381628928, Member Name: clys_, Channel ID: 1392743838959009813, Message: 下次遇到呢啲你直接問佢有乜撚咁好笑
Member ID: 691117450430775367, Member Name: jackyy911_, Channel ID: 1392743838959009813, Message: 過去屌鳩佢
Member ID: 691117450430775367, Member Name: jackyy911_, Channel ID: 1392743838959009813, Message: <:bocchi_2:1393094958847627294>
Member ID: 888768733152157737, Member Name: applessmoothie, Channel ID: 1392743838959009813, Message: 但我記得以前見到有個人打白qz
Member ID: 331772998941933579, Member Name: ppment, Channel ID: 1392743838959009813, Message: 佢哋4條友
Member ID: 888768733152157737, Member Name: applessmoothie, Channel ID: 1392743838959009813, Message: 打到眼鏡都飛埋出嚟
Member ID: 331772998941933579, Member Name: ppment, Channel ID: 1392743838959009813, Message: 打唔過
Member ID: 304135387381628928, Member Name: clys_, Channel ID: 1392743838959009813, Message: 你驚佢郁手？
Member ID: 888768733152157737, Member Name: applessmoothie, Channel ID: 1392743838959009813, Message: 嗰吓我係真係忍唔住
Member ID: 888768733152157737, Member Name: applessmoothie, Channel ID: 1392743838959009813, Message: 梳
Member ID: 536189102022721547, Member Name: solarlo, Channel ID: 1392743838959009813, Message: 咁我下次拎張新卡打13+
Member ID: 536189102022721547, Member Name: solarlo, Channel ID: 1392743838959009813, Message: <:emoji_55:1400353187277439108>
Member ID: 536189102022721547, Member Name: solarlo, Channel ID: 1392743838959009813, Message: 幾fun
Member ID: 953612588531453985, Member Name: bicilin, Channel ID: 1392743838959009813, Message: 荃灣ranker來的
Member ID: 536189102022721547, Member Name: solarlo, Channel ID: 1392743838959009813, Message: 我打mai好少爆發
Member ID: 536189102022721547, Member Name: solarlo, Channel ID: 1392743838959009813, Message: Miss左就算（X
Member ID: 953612588531453985, Member Name: bicilin, Channel ID: 1392743838959009813, Message: 但我之後有幫佢執返眼鏡 當打和
Member ID: 593861658401701888, Member Name: sakura_emo, Channel ID: 1392743838959009813, Message: 1 miss
Member ID: 593861658401701888, Member Name: sakura_emo, Channel ID: 1392743838959009813, Message: <:bocchi_2:1393094958847627294>
Member ID: 536189102022721547, Member Name: solarlo, Channel ID: 1392743838959009813, Message: 下次再努力
Member ID: 593861658401701888, Member Name: sakura_emo, Channel ID: 1392743838959009813, Message: 100.4999%
Member ID: 536189102022721547, Member Name: solarlo, Channel ID: 1392743838959009813, Message: <a:anon_3:1370746017133367438>
Member ID: 593861658401701888, Member Name: sakura_emo, Channel ID: 1392743838959009813, Message: <:emoji_55:1400353187277439108>
Member ID: 536189102022721547, Member Name: solarlo, Channel ID: 1392743838959009813, Message: 我係.4常客
Member ID: 593861658401701888, Member Name: sakura_emo, Channel ID: 1392743838959009813, Message: 
Member ID: 536189102022721547, Member Name: solarlo, Channel ID: 1392743838959009813, Message: 一係96 98 99.9
Member ID: 888768733152157737, Member Name: applessmoothie, Channel ID: 1392743838959009813, Message: 
Member ID: 691117450430775367, Member Name: jackyy911_, Channel ID: 1392743838959009813, Message: 我99常客
Member ID: 691117450430775367, Member Name: jackyy911_, Channel ID: 1392743838959009813, Message: 12+一堆99
Member ID: 691117450430775367, Member Name: jackyy911_, Channel ID: 1392743838959009813, Message: 屌
Member ID: 536189102022721547, Member Name: solarlo, Channel ID: 1392743838959009813, Message: 我都係佛系緊 有緣就推到
Member ID: 593861658401701888, Member Name: sakura_emo, Channel ID: 1392743838959009813, Message: 12+一堆99
Member ID: 593861658401701888, Member Name: sakura_emo, Channel ID: 1392743838959009813, Message: 我都係佛系緊 有緣紅超上就推到
Member ID: 536189102022721547, Member Name: solarlo, Channel ID: 1392743838959009813, Message: 我手指傷完好返突然就變強了
Member ID: 351377581515341824, Member Name: takanashiyuuki0419, Channel ID: 1392743838959009813, Message: 我要落去做gym了
Member ID: 536189102022721547, Member Name: solarlo, Channel ID: 1392743838959009813, Message: 大隻
Member ID: 691117450430775367, Member Name: jackyy911_, Channel ID: 1392743838959009813, Message: 可能聽日同你打落去練嘢算
Member ID: 908714678102917160, Member Name: takamatsu.tomorin, Channel ID: 1392743838959009813, Message: 如果mai有得Show LR Breakdown紫系應該可以上95
Member ID: 879008087560830986, Member Name: slpzzl, Channel ID: 1395400457085780048, Message: 
Member ID: 691117450430775367, Member Name: jackyy911_, Channel ID: 1392743838959009813, Message: 排機加油
Member ID: 536189102022721547, Member Name: solarlo, Channel ID: 1392743838959009813, Message: 我哋依家咩都打下就得 接觸多啲唔同嘅配置
Member ID: 691117450430775367, Member Name: jackyy911_, Channel ID: 1392743838959009813, Message: <:bocchi_2:1393094958847627294>
Member ID: 593861658401701888, Member Name: sakura_emo, Channel ID: 1392743838959009813, Message: 交互抽獎小遊戲
Member ID: 536189102022721547, Member Name: solarlo, Channel ID: 1392743838959009813, Message: 南十字
Member ID: 691117450430775367, Member Name: jackyy911_, Channel ID: 1395400457085780048, Message: https://www.threads.com/@rayray2048/post/DMwNEd0T5oq?xmt=AQF0RsipaO5BYz-r_PaPjYceX70GrKwHmQKHQBxfDW5J7g
Member ID: 331772998941933579, Member Name: ppment, Channel ID: 1392743838959009813, Message: <:bocchi_1:1393049648033435729>
Member ID: 953612588531453985, Member Name: bicilin, Channel ID: 1392743838959009813, Message: 南十字算簡單，有鼓聲跟
Member ID: 691117450430775367, Member Name: jackyy911_, Channel ID: 1394950973243523072, Message: 有冇apex?
Member ID: 331772998941933579, Member Name: ppment, Channel ID: 1392743838959009813, Message: 仲要兩首都fc
Member ID: 347020654710751233, Member Name: zerowind, Channel ID: 1392745091206217728, Message: <a:1111566205254369341:1227282267718553672>
Member ID: 908714678102917160, Member Name: takamatsu.tomorin, Channel ID: 1392743838959009813, Message: folern必定2 miss冇ap
Member ID: 908714678102917160, Member Name: takamatsu.tomorin, Channel ID: 1392743838959009813, Message: 宙天打咗就黎30次都未100<:geo_cry:1187211073036759071>
Member ID: 554611560396488720, Member Name: addgold, Channel ID: 1394950973243523072, Message: 今晚唔得閒😭
Member ID: 691117450430775367, Member Name: jackyy911_, Channel ID: 1394950973243523072, Message: 😭😭😭
Member ID: 691117450430775367, Member Name: jackyy911_, Channel ID: 1394950973243523072, Message: Sorry 尋晚太眼瞓
Member ID: 691117450430775367, Member Name: jackyy911_, Channel ID: 1394950973243523072, Message: 瞓着咗
Member ID: 691117450430775367, Member Name: jackyy911_, Channel ID: 1392895662793818152, Message: https://www.threads.com/@bpm222.22/post/DMxBwGuP752?xmt=AQF08EHYjnzyRjhvMoclxAM09lVkP-RvukPoq-iyzEA9ng
Member ID: 691117450430775367, Member Name: jackyy911_, Channel ID: 1392895662793818152, Message: Wtf
Member ID: 347020654710751233, Member Name: zerowind, Channel ID: 1392736082168250459, Message: <:bocchi_2:1393094958847627294>
Member ID: 347020654710751233, Member Name: zerowind, Channel ID: 1392736082168250459, Message: 看來沒人玩
Member ID: 691117450430775367, Member Name: jackyy911_, Channel ID: 1392736082168250459, Message: 今晚休息<:bocchi_2:1393094958847627294>
Member ID: 879008087560830986, Member Name: slpzzl, Channel ID: 1392743838959009813, Message: https://www.threads.com/@jonai_cake/post/DMwsHfnRZgl?xmt=AQF0mdW72OIBJvV6bPi8G_Ta5nMJL6byiG0LoTCR4DxR5Q
Member ID: 879008087560830986, Member Name: slpzzl, Channel ID: 1392743838959009813, Message: 你哋最鍾意嘅性癖同among us
Member ID: 879008087560830986, Member Name: slpzzl, Channel ID: 1392743838959009813, Message: <:mtm_1:1393049251323449535>
Member ID: 548840903326957598, Member Name: colahk123, Channel ID: 1392743838959009813, Message: ngl 我prefer狼人殺多過amongus
Member ID: 548840903326957598, Member Name: colahk123, Channel ID: 1392743838959009813, Message: <:bocchi_2:1393094958847627294>
Member ID: 548840903326957598, Member Name: colahk123, Channel ID: 1392743838959009813, Message: 我不合群
Member ID: 879008087560830986, Member Name: slpzzl, Channel ID: 1392743838959009813, Message: 我兩個都ok
Member ID: 879008087560830986, Member Name: slpzzl, Channel ID: 1392743838959009813, Message: amongus淨係做任務同殺人悶啲囉
Member ID: 879008087560830986, Member Name: slpzzl, Channel ID: 1392743838959009813, Message: <:bocchi_2:1393094958847627294>
Member ID: 537549954865168384, Member Name: yumiwong0w0, Channel ID: 1392743838959009813, Message: 主播想玩？
Member ID: 879008087560830986, Member Name: slpzzl, Channel ID: 1392743838959009813, Message: 其實唔係唔得
Member ID: 879008087560830986, Member Name: slpzzl, Channel ID: 1392743838959009813, Message: 群聚活動
Member ID: 879008087560830986, Member Name: slpzzl, Channel ID: 1392743838959009813, Message: <:mtm_1:1393049251323449535>
Member ID: 1071793284017569863, Member Name: tkoiuchhii_, Channel ID: 1392743838959009813, Message: 冇性癖點算 D:
Member ID: 879008087560830986, Member Name: slpzzl, Channel ID: 1392743838959009813, Message: 純愛應該都係一種
Member ID: 351377581515341824, Member Name: takanashiyuuki0419, Channel ID: 1392743838959009813, Message: 我覺得我果到個註場教練幾靚仔 我係咪中途轉機
Member ID: 1071793284017569863, Member Name: tkoiuchhii_, Channel ID: 1392743838959009813, Message: 一陣個個都寫純愛 之後就唔好玩
Member ID: 879008087560830986, Member Name: slpzzl, Channel ID: 1392743838959009813, Message: 我覺得肯定會有人寫啲奇怪性癖
Member ID: 879008087560830986, Member Name: slpzzl, Channel ID: 1392743838959009813, Message: <:mtm_7:1398980723700138016>
Member ID: 691117450430775367, Member Name: jackyy911_, Channel ID: 1392743838959009813, Message: Join
Member ID: 1071793284017569863, Member Name: tkoiuchhii_, Channel ID: 1392743838959009813, Message: 心有所向，鍾意咪鍾意，其實有咩問題
Member ID: 691117450430775367, Member Name: jackyy911_, Channel ID: 1392743838959009813, Message: <:mtm_14:1400029483666505758> <:mtm_16:1400029596312670269>
Member ID: 691117450430775367, Member Name: jackyy911_, Channel ID: 1392743838959009813, Message: <:mtm_16:1400029596312670269> <:mtm_16:1400029596312670269>
Member ID: 691117450430775367, Member Name: jackyy911_, Channel ID: 1392743838959009813, Message: 屌好眼瞓
Member ID: 879008087560830986, Member Name: slpzzl, Channel ID: 1392743838959009813, Message: Can
Member ID: 691117450430775367, Member Name: jackyy911_, Channel ID: 1392743838959009813, Message: 聽日屋企人唔係到可以買酒飲
Member ID: 351377581515341824, Member Name: takanashiyuuki0419, Channel ID: 1392743838959009813, Message: 果然肌肉係吸引男人<:bocchi_1:1393049648033435729>
Member ID: 691117450430775367, Member Name: jackyy911_, Channel ID: 1392743838959009813, Message: Chill
Member ID: 879008087560830986, Member Name: slpzzl, Channel ID: 1392743838959009813, Message: 過度健身吸引同性
Member ID: 351377581515341824, Member Name: takanashiyuuki0419, Channel ID: 1392743838959009813, Message: <:bocchi_1:1393049648033435729>
Member ID: 600186829274087434, Member Name: qwerty8787i, Channel ID: 1392743838959009813, Message: 
Member ID: 351377581515341824, Member Name: takanashiyuuki0419, Channel ID: 1392743838959009813, Message: 主播幾時變大隻佬
Member ID: 600186829274087434, Member Name: qwerty8787i, Channel ID: 1392743838959009813, Message: 主播幾時變大隻佬
Member ID: 879008087560830986, Member Name: slpzzl, Channel ID: 1392743838959009813, Message: 我變肥佬差唔多
Member ID: 691117450430775367, Member Name: jackyy911_, Channel ID: 1392743838959009813, Message: 主播幾時變大隻佬
Member ID: 879008087560830986, Member Name: slpzzl, Channel ID: 1392743838959009813, Message: <:mtm_7:1398980723700138016>
Member ID: 691117450430775367, Member Name: jackyy911_, Channel ID: 1392743838959009813, Message: 我變肥佬差唔多
Member ID: 351377581515341824, Member Name: takanashiyuuki0419, Channel ID: 1392743838959009813, Message: 我變肥佬差唔多
Member ID: 879008087560830986, Member Name: slpzzl, Channel ID: 1392743838959009813, Message: 還在guess
Member ID: 691117450430775367, Member Name: jackyy911_, Channel ID: 1392743838959009813, Message: 啱啱去試衫連L都勉強
Member ID: 691117450430775367, Member Name: jackyy911_, Channel ID: 1392743838959009813, Message: 屌
Member ID: 351377581515341824, Member Name: takanashiyuuki0419, Channel ID: 1392743838959009813, Message: 我必需著加大碼
Member ID: 879008087560830986, Member Name: slpzzl, Channel ID: 1392743838959009813, Message: 屌 我之前鍾意oversize全部衫買曬xl
Member ID: 879008087560830986, Member Name: slpzzl, Channel ID: 1392743838959009813, Message: 大到仆街
Member ID: 879008087560830986, Member Name: slpzzl, Channel ID: 1392743838959009813, Message: <:bocchi_1:1393049648033435729>
Member ID: 548840903326957598, Member Name: colahk123, Channel ID: 1392743838959009813, Message: 啱啱去試衫連L都勉強
Member ID: 691117450430775367, Member Name: jackyy911_, Channel ID: 1392743838959009813, Message: 我而家俾逼xl
Member ID: 691117450430775367, Member Name: jackyy911_, Channel ID: 1392743838959009813, Message: 定
Member ID: 691117450430775367, Member Name: jackyy911_, Channel ID: 1392743838959009813, Message: 頂
Member ID: 548840903326957598, Member Name: colahk123, Channel ID: 1392743838959009813, Message: 壯男
Member ID: 879008087560830986, Member Name: slpzzl, Channel ID: 1392743838959009813, Message: 壯男
Member ID: 1071793284017569863, Member Name: tkoiuchhii_, Channel ID: 1392743838959009813, Message: 我都XS 🗿
Member ID: 691117450430775367, Member Name: jackyy911_, Channel ID: 1392743838959009813, Message: bb先係
Member ID: 691117450430775367, Member Name: jackyy911_, Channel ID: 1392743838959009813, Message: 又高又大
Member ID: 879008087560830986, Member Name: slpzzl, Channel ID: 1392743838959009813, Message: 我M
Member ID: 691117450430775367, Member Name: jackyy911_, Channel ID: 1392743838959009813, Message: 主播好高
Member ID: 879008087560830986, Member Name: slpzzl, Channel ID: 1392743838959009813, Message: 衫size
Member ID: 879008087560830986, Member Name: slpzzl, Channel ID: 1392743838959009813, Message: 增高鞋😛🫵🏻
Member ID: 691117450430775367, Member Name: jackyy911_, Channel ID: 1392743838959009813, Message: <:mtm_1:1393049251323449535>
Member ID: 1071793284017569863, Member Name: tkoiuchhii_, Channel ID: 1392743838959009813, Message: oversize會買M，鍾意鬆啲，但係會太長 >:
Member ID: 600186829274087434, Member Name: qwerty8787i, Channel ID: 1392743838959009813, Message: luv
Member ID: 879008087560830986, Member Name: slpzzl, Channel ID: 1392743838959009813, Message: 我oversize買L/XL
Member ID: 879008087560830986, Member Name: slpzzl, Channel ID: 1392743838959009813, Message: <:mtm_1:1393049251323449535>
Member ID: 691117450430775367, Member Name: jackyy911_, Channel ID: 1392743838959009813, Message: 近排著板鞋出街，要一段時間習慣
Member ID: 691117450430775367, Member Name: jackyy911_, Channel ID: 1392743838959009813, Message: <:bocchi_1:1393049648033435729>
Member ID: 879008087560830986, Member Name: slpzzl, Channel ID: 1392743838959009813, Message: 而家啲鞋差唔多全部都係增高鞋
Member ID: 879008087560830986, Member Name: slpzzl, Channel ID: 1392743838959009813, Message: <:bocchi_1:1393049648033435729>
Member ID: 691117450430775367, Member Name: jackyy911_, Channel ID: 1392743838959009813, Message: 你就好啦
Member ID: 351377581515341824, Member Name: takanashiyuuki0419, Channel ID: 1392743838959009813, Message: 要咁高做咩
Member ID: 879008087560830986, Member Name: slpzzl, Channel ID: 1392743838959009813, Message: 純粹買嚟襯衫
Member ID: 879008087560830986, Member Name: slpzzl, Channel ID: 1392743838959009813, Message: <:mtm_7:1398980723700138016>
Member ID: 691117450430775367, Member Name: jackyy911_, Channel ID: 1392743838959009813, Message: 我死矮仔
Member ID: 691117450430775367, Member Name: jackyy911_, Channel ID: 1392743838959009813, Message: 😭
Member ID: 888768733152157737, Member Name: applessmoothie, Channel ID: 1392743838959009813, Message: 着開L
Member ID: 351377581515341824, Member Name: takanashiyuuki0419, Channel ID: 1392743838959009813, Message: 我死矮仔😭
Member ID: 888768733152157737, Member Name: applessmoothie, Channel ID: 1392743838959009813, Message: 而家懷疑要xl
Member ID: 691117450430775367, Member Name: jackyy911_, Channel ID: 1392743838959009813, Message: 呢排xl💀
Member ID: 1071793284017569863, Member Name: tkoiuchhii_, Channel ID: 1392743838959009813, Message: 我增高10cm都唔夠高 💀
Member ID: 879008087560830986, Member Name: slpzzl, Channel ID: 1392743838959009813, Message: 還好啦 身高呢啲隨緣啦
Member ID: 1071793284017569863, Member Name: tkoiuchhii_, Channel ID: 1392743838959009813, Message: 襯衫應該要睇比例（？）
Member ID: 691117450430775367, Member Name: jackyy911_, Channel ID: 1392743838959009813, Message: 擔大黨啲衫好好睇
Member ID: 879008087560830986, Member Name: slpzzl, Channel ID: 1392743838959009813, Message: <:mtm_1:1393049251323449535>
Member ID: 691117450430775367, Member Name: jackyy911_, Channel ID: 1392743838959009813, Message: 痴線
Member ID: 879008087560830986, Member Name: slpzzl, Channel ID: 1392743838959009813, Message: 我都唔知 唔識襯衫
Member ID: 879008087560830986, Member Name: slpzzl, Channel ID: 1392743838959009813, Message: <:bocchi_1:1393049648033435729>
Member ID: 691117450430775367, Member Name: jackyy911_, Channel ID: 1392743838959009813, Message: 我都唔識
Member ID: 691117450430775367, Member Name: jackyy911_, Channel ID: 1392743838959009813, Message: <:bocchi_1:1393049648033435729>
Member ID: 879008087560830986, Member Name: slpzzl, Channel ID: 1392743838959009813, Message: 買
Member ID: 1071793284017569863, Member Name: tkoiuchhii_, Channel ID: 1392743838959009813, Message: 接受現實，我都買童裝 🤡
Member ID: 691117450430775367, Member Name: jackyy911_, Channel ID: 1392743838959009813, Message: 買咗一件
Member ID: 879008087560830986, Member Name: slpzzl, Channel ID: 1392743838959009813, Message: 同屋企人出街r件tshirt r條短褲就出門
Member ID: 879008087560830986, Member Name: slpzzl, Channel ID: 1392743838959009813, Message: <:1_anon1_1:1360248640307859608>
Member ID: 888768733152157737, Member Name: applessmoothie, Channel ID: 1392743838959009813, Message: 唔係正常咩
Member ID: 1071793284017569863, Member Name: tkoiuchhii_, Channel ID: 1392743838959009813, Message: 我都唔識 放棄 😭
Member ID: 351377581515341824, Member Name: takanashiyuuki0419, Channel ID: 1392743838959009813, Message: 好正常
Member ID: 351377581515341824, Member Name: takanashiyuuki0419, Channel ID: 1392743838959009813, Message: 我幾時都係咁
Member ID: 879008087560830986, Member Name: slpzzl, Channel ID: 1392743838959009813, Message: 有啲童裝幾好睇嘅 細粒嘅話s碼都著唔落嗎
Member ID: 879008087560830986, Member Name: slpzzl, Channel ID: 1392743838959009813, Message: <:1_anon0_dump:1350024186487246879>
Member ID: 691117450430775367, Member Name: jackyy911_, Channel ID: 1392743838959009813, Message: 長褲好熱
Member ID: 1071793284017569863, Member Name: tkoiuchhii_, Channel ID: 1392743838959009813, Message: 童裝平啲 🤓
